ID,HSK,FREQ,GENERAL_STANDARD,RADICAL,STROKE_COUNT,CHINESE_CHARACTER,PINYIN,TONE,MEANING
675,3,376,1059,車 159.4,8,转,zhuǎn,3,"shift, move, turn"
676,3,377,79,大 37.1,4,夫,fū,1,"man, male adult, husband; those"
677,3,380,218,巾 50.2,5,布,bù,4,"cotton cloth, textiles, linen"
678,3,381,1329,女 38.5,8,始,shǐ,3,"begin, start; then, only then"
679,3,384,391,子 39.3,6,存,cún,2,"exist, live, be; survive; remain"
680,3,388,342,口 30.2,5,台,tái,2,platform; unit; term of address
681,3,391,1077,八 12.6,8,具,jù,4,"tool, implement; draw up, write"
682,3,399,708,辵 162.4,7,连,lián,2,"join, connect; continuous; even"
683,3,400,2123,言 149.8,10,调,diào,4,"transfer, move, change; tune"
684,3,401,2432,水 85.8,11,深,shēn,1,"deep; depth; far; very, extreme"
685,3,405,425,囗 31.3,6,团,tuán,2,"sphere, ball, circle; mass, lump"
686,3,406,2694,隹 172.4,12,集,jí,2,"assemble, collect together"
687,3,408,3095,雨 173.6,14,需,xū,1,"need, require, must"
688,3,409,469,人 9.4,6,价,jià,4,"price, value"
689,3,412,472,十 24.4,6,华,huá,2,flowery; illustrious; Chinese
690,3,413,1373,土 32.7,9,城,chéng,2,"castle; city, town; municipality"
691,3,414,216,石 112.0,5,石,shí,2,"stone, rock, mineral; rad. 112"
692,3,416,3333,攴 66.11,16,整,zhěng,3,"orderly, neat, tidy; whole"
693,3,419,830,冫 15.5,7,况,kuàng,4,"condition, situation; furthermore"
694,3,422,615,手 64.4,7,技,jì,4,"skill, ability, talent, ingenuity"
695,3,424,593,糸 120.3,6,约,yuē,1,"treaty, agreement, covenant"
696,3,430,1336,糸 120.5,8,线,xiàn,4,"line, thread, wire; clue"
697,3,431,481,人 9.5,6,似,shì,4,"resemble, similar to; as if, seem"
698,3,434,2405,斤 69.7,11,断,duàn,4,"sever, cut off; interrupt"
699,3,435,3153,米 119.8,14,精,jīng,1,essence; semen; spirit
700,3,437,89,支 65.0,4,支,zhī,1,"disperse, pay; support; branch"
701,3,439,2071,水 85.7,10,消,xiāo,1,"vanish, die out; melt away"
702,3,441,3348,口 30.13,16,器,qì,4,"receptacle, vessel; instrument"
703,3,442,2105,宀 40.7,10,容,róng,2,"looks, appearance; figure, form"
704,3,446,3204,土 32.12,15,增,zēng,1,"increase, add to, augment"
705,3,452,202,力 19.3,5,功,gōng,1,"achievement, merit, good result"
706,3,461,1088,日 72.4,8,易,yì,4,change; easy
707,3,463,2747,曰 73.8,12,曾,céng,2,already; sign of past
708,3,464,1732,阜 170.7,9,除,chú,2,"eliminate, remove, except"
709,3,465,558,冖 14.4,6,农,nóng,2,"agriculture, farming; farmer"
710,3,469,1485,日 72.5,9,显,xiǎn,3,"manifest, display; evident, clear"
711,3,472,688,木 75.3,7,李,lǐ,3,plum; judge; surname
712,3,473,1424,木 75.5,9,标,biāo,1,"mark, symbol, label, sign; stand the bole of a tree"
713,3,474,2127,言 149.8,10,谈,tán,2,talk; conversation; surname
714,3,477,1177,心 61.4,8,念,niàn,4,"think of, recall, study"
715,3,480,95,厂 27.2,4,历,lì,4,history; calendar
716,3,481,1651,首 185.0,9,首,shǒu,3,"head; first; leader, chief; a poem"
717,3,484,1700,穴 116.4,9,突,tū,1,"suddenly, abruptly, unexpectedly"
718,3,485,83,一 1.3,4,专,zhuān,1,"monopolize, take sole possession"
719,3,486,1726,貝 154.5,9,费,fèi,4,"expenses, expenditures, fee"
720,3,488,566,尸 44.3,6,尽,jǐn,3,"exhaust, use up; deplete"
721,3,489,256,口 30.2,5,另,lìng,4,"another, separate, other"
722,3,491,1876,車 159.6,10,较,jiào,4,"compare; comparatively, more"
723,3,492,1252,水 85.5,8,注,zhù,4,"concentrate, focus, direct"
724,3,494,136,人 9.2,4,仅,jǐn,3,"only, merely, solely, just"
725,3,496,2557,艸 140.9,12,落,luò,4,"fall, drop; net income, surplus"
726,3,501,946,止 77.4,8,武,wǔ,3,"military; martial, warlike"
727,3,506,977,力 19.6,8,势,shì,4,"power, force; tendency"
728,3,508,796,巾 50.4,7,希,xī,1,"rare; hope, expect, strive for"
729,3,509,208,口 30.2,5,古,gǔ,3,"old, classic, ancient"
730,3,510,491,人 9.4,6,众,zhòng,4,"multitude, crowd; masses, public"
731,3,515,27,土 32.0,3,土,tǔ,3,"soil, earth; items made of earth"
732,3,517,1399,木 75.5,9,某,mǒu,3,certain thing or person
733,3,527,731,足 157.0,7,足,zú,2,"foot; attain, satisfy, enough"
734,3,532,1673,水 85.6,9,派,pài,4,"school of thought, sect, branch"
735,3,534,2152,馬 187.7,10,验,yàn,4,"test, examine, inspect; verify"
736,3,535,948,貝 154.4,8,责,zé,2,"duty, responsibility; to reproach, to blame"
737,3,536,2214,艸 140.8,11,营,yíng,2,"encampment, barracks; manage"
738,3,539,2389,立 117.6,11,章,zhāng,1,"composition; chapter, section"
739,3,542,651,心 61.3,7,志,zhì,4,"purpose, will, determination; annals"
740,3,543,1212,广 53.5,8,底,dǐ,3,"bottom, underneath, underside"
741,3,548,576,阜 170.4,6,防,fáng,2,defend; prevent; embankment
742,3,549,2392,方 70.7,11,族,zú,2,"a family clan, ethnic group, tribe"
743,3,551,2034,攴 66.6,10,效,xiào,4,"result, effect; effectiveness"
744,3,552,2488,糸 120.8,11,续,xù,4,"continue, carry on; succeed"
745,3,558,1344,糸 120.5,8,终,zhōng,1,"end; finally, in the end"
746,3,560,1884,糸 120.4,10,紧,jǐn,3,"tense, tight, taut; firm, secure"
747,3,562,1762,糸 120.6,9,绝,jué,2,"to cut, sever, break off, terminate"
748,3,563,1050,大 37.5,8,奇,qí,2,"strange, unusual, uncanny, occult"
749,3,564,3174,宀 40.11,14,察,chá,2,"examine, investigate; notice"
750,3,565,345,毋 80.1,5,母,mǔ,3,mother; female elders; female
751,3,569,622,手 64.4,7,批,pī,1,"comment, criticize; wholesale"
752,3,570,3035,羊 123.7,13,群,qún,2,"(same as 羣) group, crowd, multitude, mob"
753,3,573,1395,手 64.6,9,按,àn,4,"put hand on, press down with hand"
754,3,576,728,囗 31.4,7,围,wéi,2,"surround, encircle, corral"
755,3,579,2097,宀 40.7,10,害,hài,4,"injure, harm; destroy, kill"
756,3,581,187,又 29.2,4,双,shuāng,1,"set of two, pair, couple; both"
757,3,582,3061,土 32.11,14,境,jìng,4,"boundary, frontier; area, region"
758,3,584,595,糸 120.3,6,纪,jì,4,"record, annal, historical account"
759,3,585,1172,釆 165.1,8,采,cǎi,3,"collect, gather; pick, pluck"
760,3,589,141,父 88.0,4,父,fù,4,father; KangXi radical 88
761,3,593,2559,月 74.8,12,朝,cháo,2,dynasty; morning
762,3,596,109,止 77.0,4,止,zhǐ,3,"stop, halt, desist; detain"
763,3,600,1956,人 9.8,10,值,zhí,2,price
764,3,601,135,人 9.2,4,仍,réng,2,"yet, still, as ever; again; keep -ing, continuing"
765,3,604,1867,石 112.5,10,破,pò,4,"break, ruin, destroy; rout"
766,3,610,2800,尸 44.9,12,属,shǔ,3,"class, category, type; belong to"
767,3,616,2192,耳 128.5,11,职,zhí,2,"duty, profession; office, post"
768,3,617,1853,辵 162.7,10,速,sù,4,"quick, prompt, speedy"
769,3,620,703,口 30.4,7,否,fǒu,3,"not, no, negative; final particle"
770,3,624,828,犬 94.3,7,状,zhuàng,4,form; appearance; shape; official
771,3,634,999,艸 140.5,8,苦,kǔ,3,"bitter; hardship, suffering"
772,3,635,494,刀 18.4,6,创,chuàng,4,"establish, create; knife cut"
773,3,647,2148,頁 181.4,10,预,yù,4,"prepare, arrange; in advance"
774,3,655,2153,糸 120.7,10,继,jì,4,"continue, maintain, carry on"
775,3,658,479,血 143.0,6,血,xuè,4,blood; radical number 143
776,3,660,468,人 9.4,6,伤,shāng,1,"wound, injury; fall ill from"
777,3,667,889,刀 18.5,7,初,chū,1,"beginning, initial, primary"
778,3,669,65,乙 5.2,3,卫,wèi,4,"guard, protect, defend"
779,3,672,1733,阜 170.7,9,险,xiǎn,3,"narrow pass, strategic point"
780,3,673,1580,彳 60.6,9,待,dài,4,"treat, entertain, receive; wait"
781,3,681,945,玉 96.4,8,环,huán,2,jade ring or bracelet; ring
782,3,683,3033,示 113.9,13,福,fú,2,"happiness, good fortune, blessing"
783,3,687,3453,言 149.13,19,警,jǐng,3,"guard, watch; alert, alarm"
784,3,690,525,儿 10.4,6,充,chōng,1,"fill, be full, supply"
785,3,691,503,貝 154.2,6,负,fù,4,"load, burden; carry, bear"
786,3,694,87,木 75.0,4,木,mù,4,"tree; wood, lumber; wooden"
787,3,696,221,龍 212.0,5,龙,lóng,2,dragon; symbolic of emperor
788,3,705,1010,艸 140.5,8,范,fàn,4,surname; bee-like insect
789,3,712,682,木 75.3,7,村,cūn,1,"village, hamlet; uncouth, vulgar"
790,3,713,1510,口 30.6,9,哈,hā,1,sound of laughter
791,3,715,3167,水 85.11,14,演,yǎn,3,"perform, put on; exercise"
792,3,716,2954,竹 118.7,13,简,jiǎn,3,"simple, terse, succinct, a letter"
793,3,719,849,刀 18.5,7,判,pàn,4,judge; discriminate; conclude
794,3,723,1720,辵 162.6,9,退,tuì,4,"step back, retreat, withdraw"
795,3,728,1945,禾 115.5,10,积,jī,1,"accumulate, store up, amass"
796,3,730,2734,疒 104.7,12,痛,tòng,4,"pain, ache; sorry, sad; bitter"
797,3,733,2781,宀 40.9,12,富,fù,4,"abundant, ample; rich, wealthy"
798,3,738,1858,酉 164.3,10,配,pèi,4,"match, pair; equal; blend"
799,3,740,1560,人 9.8,9,修,xiū,1,study; repair; cultivate
800,3,741,336,皮 107.0,5,皮,pí,2,"skin, hide, fur, feather; outer"
801,3,743,1594,肉 130.5,9,胜,shèng,4,"victory; excel, be better than"
802,3,748,712,土 32.4,7,坚,jiān,1,"hard, strong, firm; resolute"
803,3,749,2738,口 30.9,12,善,shàn,4,"good, virtuous, charitable, kind"
804,3,756,385,厂 27.4,6,压,yā,1,press; oppress; crush; pressure
805,3,765,762,乙 5.6,7,乱,luàn,4,"confusion, state of chaos, revolt"
806,3,768,1577,辵 162.6,9,追,zhuī,1,"pursue, chase after; expel"
807,3,770,1695,宀 40.6,9,宣,xuān,1,"declare, announce, proclaim"
808,3,774,461,人 9.4,6,优,yōu,1,"superior, excellent; actor"
809,3,775,1271,心 61.5,8,怪,guài,4,"strange, unusual, peculiar"
810,3,776,1548,香 186.0,9,香,xiāng,1,"fragrant, sweet smelling, incense"
811,3,786,86,艸 140.1,4,艺,yì,4,"art; talent, ability; craft"
812,3,791,2871,木 75.9,13,概,gài,4,"generally, approximately"
813,3,794,1877,頁 181.4,10,顿,dùn,4,"pause, stop; bow, kowtow; arrange"
814,3,795,2470,攴 66.8,11,敢,gǎn,3,"to dare, venture; bold, brave"
815,3,802,1871,火 86.6,10,烈,liè,4,"fiery, violent, vehement, ardent"
816,3,809,887,言 149.5,7,评,píng,2,"appraise, criticize, evaluate"
817,3,814,2626,日 72.8,12,景,jǐng,3,"scenery, view; conditions"
818,3,819,106,二 7.2,4,互,hù,4,"mutually, reciprocally"
819,3,820,269,人 9.3,5,付,fù,4,"give, deliver, pay, hand over; entrust"
820,3,826,499,卩 26.4,6,危,wēi,1,"dangerous, precarious; high"
821,3,834,699,丶 3.7,7,丽,lì,4,"beautiful, magnificent, elegant"
822,3,837,125,十 24.2,4,升,shēng,1,"arise, go up; hoist; advance"
823,3,846,1743,木 75.5,9,架,jià,4,"rack, stand, prop; prop up"
824,3,848,860,水 85.4,7,沙,shā,1,"sand, gravel, pebbles; granulated"
825,3,853,498,木 75.2,6,杂,zá,2,"mixed, blended; mix, mingle"
826,3,854,1714,言 149.7,9,误,wù,4,"err, make mistake; interfere"
827,3,863,1722,尸 44.6,9,屋,wū,1,"house; room; building, shelter"
828,3,866,2546,攴 66.8,12,散,sàn,4,"scatter, disperse, break up"
829,3,868,734,囗 31.4,7,困,kùn,4,"to surround, beseige; to be surrounded; difficult"
830,3,872,2232,攴 66.7,11,救,jiù,4,"save, rescue, relieve; help, aid"
831,3,875,1935,缶 121.4,10,缺,quē,1,"be short of, lack; gap, deficit"
832,3,881,2144,女 38.7,10,娘,niáng,2,mother; young girl; woman; wife
833,3,891,1810,心 61.6,10,恐,kǒng,3,"fear; fearful, apprehensive"
834,3,902,983,干 51.5,8,幸,xìng,4,"luck(ily), favor, fortunately"
835,3,908,1788,走 156.3,10,赶,gǎn,3,"pursue, follow; expel, drive away"
836,3,909,2132,刀 18.8,10,剧,jù,4,"theatrical plays, opera, drama"
837,3,915,232,日 72.1,5,旧,jiù,4,"old, ancient; former, past"
838,3,919,1304,彐 58.5,8,录,lù,4,"copy, write down, record"
839,3,922,73,幺 52.0,3,乡,xiāng,1,country; rural; village
840,3,939,2890,車 159.9,13,输,shū,1,"transport, carry, haul"
841,3,942,2481,女 38.8,11,婚,hūn,1,"get married; marriage, wedding"
842,3,944,888,衣 145.2,7,补,bǔ,3,"mend, patch, fix, repair, restore"
843,3,952,681,木 75.3,7,材,cái,2,"material, stuff; timber; talent"
844,3,963,6,厂 27.0,2,厂,chǎng,3,"factory, workshop; radical 27"
845,3,967,2062,火 86.6,10,烟,yān,1,"smoke, soot; opium; tobacco, cigarettes"
846,3,992,633,手 64.4,7,抓,zhuā,1,"scratch; clutch, seize, grab"
847,3,994,1325,女 38.5,8,姑,gū,1,"paternal aunt, husband's sister"
848,3,998,694,木 75.3,7,束,shù,4,"bind, control, restrain; bale"
849,3,999,2915,足 157.6,13,跳,tiào,4,"jump, leap, vault, bounce; dance"
850,3,1014,1866,石 112.5,10,础,chǔ,3,"foundation stone, plinth"
851,3,1022,319,言 149.3,5,训,xùn,4,"teach, instruct; exegesis"
852,3,1032,2538,手 64.9,12,握,wò,4,"grasp, hold fast, take by hand"
853,3,1033,584,戈 62.2,6,戏,xì,4,"theatrical play, show"
854,3,1037,561,言 149.4,6,访,fǎng,3,"visit; ask, inquire"
855,3,1063,518,齊 210.0,6,齐,qí,2,"even, uniform, of equal length"
856,3,1064,3172,宀 40.11,14,赛,sài,4,"compete, contend; contest, race"
857,3,1067,18,刀 18.0,2,刀,dāo,1,knife; old coin; measure
858,3,1107,454,人 9.4,6,伟,wěi,3,"great, robust; extraordinary"
859,3,1108,2379,麻 200.0,11,麻,má,2,"hemp, jute, flax; sesame"
860,3,1144,3116,舛 136.8,14,舞,wǔ,3,"dance, posture, prance; brandish"
861,3,1153,1647,辵 162.6,9,迷,mí,2,"bewitch, charm, infatuate"
862,3,1167,970,手 64.5,8,拍,pāi,1,"clap, tap, beat; beat or rhythm"
863,3,1176,169,言 149.2,4,订,dìng,4,draw up agreement; arrange
864,3,1177,2353,彡 59.8,11,彩,cǎi,3,"hue, color; variegated colors"
865,3,1186,2084,水 85.7,10,浪,làng,4,"wave; wasteful, reckless"
866,3,1188,134,巾 50.1,4,币,bì,4,"currency, coins, legal tender"
867,3,1189,74,丨 2.3,4,丰,fēng,1,"abundant, lush, bountiful, plenty"
868,3,1219,197,工 48.2,5,巧,qiǎo,3,"skillful, ingenious, clever"
869,3,1222,1486,冂 13.7,9,冒,mào,4,"risk, brave, dare"
870,3,1232,1365,手 64.6,9,挂,guà,4,"hang, suspend; suspense"
871,3,1253,2059,火 86.6,10,烦,fán,2,"bother, vex, trouble; troublesome"
872,3,1261,2692,片 91.8,12,牌,pái,2,"signboard, placard"
873,3,1269,515,广 53.3,6,庆,qìng,4,"congratulate, celebrate"
874,3,1275,3199,手 64.12,15,播,bō,1,"sow, spread; broadcast; cast away, reject"
875,3,1292,1841,木 75.6,10,桥,qiáo,2,"bridge; beam, crosspiece"
876,3,1337,530,羊 123.0,6,羊,yáng,2,"sheep, goat; KangXi radical 123"
877,3,1453,3265,竹 118.9,15,箱,xiāng,1,"case, box, chest, trunk"
878,3,1506,2808,女 38.9,12,媒,méi,2,"go-between, matchmaker; medium"
879,3,1618,542,水 85.3,6,汤,tāng,1,"hot water; soup, gravy, broth"
880,3,1651,1712,示 113.5,9,祝,zhù,4,pray for happiness or blessings
881,3,1652,732,邑 163.5,7,邮,yóu,2,"postal, mail; post office"
882,3,1745,2906,日 72.9,13,暖,nuǎn,3,"warm, genial"
883,3,1746,3374,米 119.10,16,糖,táng,2,sugar; candy; sweets
884,3,1762,2365,犬 94.9,11,猪,zhū,1,"pig, hog, wild boar"
885,3,1766,2840,手 64.10,13,搬,bān,1,"transfer, move, remove, shift"
886,3,1836,3427,亠 8.15,17,赢,yíng,2,"win; surplus, gain, profit"
887,3,1893,1596,肉 130.5,9,胖,pàng,4,"fat, obese; fatty"
888,3,2020,2311,甘 99.6,11,甜,tián,2,"sweet, sweetness"
889,3,2040,735,口 30.4,7,吵,chǎo,3,"argue, dispute; disturb, annoy"
890,3,2090,2791,衣 145.7,12,裤,kù,4,"trousers, pants"
891,3,2153,1293,衣 145.3,8,衫,shān,1,shirt; robe; gown; jacket
892,3,2326,2272,口 30.8,11,啡,fēi,1,morphine; coffee
893,3,2379,1104,口 30.5,8,咖,kā,1,coffee; a phonetic
894,3,2431,2792,衣 145.7,12,裙,qún,2,"skirt, apron, petticoat"
895,3,2478,1004,艸 140.5,8,苹,píng,2,artemisia; duckweed; apple
896,3,2502,1292,衣 145.3,8,衬,chèn,4,underwear; inner garments
897,3,2540,308,水 85.2,5,汁,zhī,1,"juice, liquor, fluid, sap, gravy, sauce"
898,3,2607,1257,水 85.5,8,泳,yǒng,3,dive; swim
899,3,2849,2289,口 30.8,11,啤,pí,2,beer
900,3,3104,3209,艸 140.12,15,蕉,jiāo,1,banana; plantain
901,4,44,58,丿 4.3,3,之,zhī,1,"marks preceding phrase as modifier of following phrase; it, him her, them; go to"
902,4,105,81,无 71.0,4,无,wú,2,"negative, no, not; KangXi radical 71"
903,4,108,34,一 1.3,3,与,yǔ,3,"and; with; to; for; give, grant"
904,4,145,1468,戈 62.5,9,战,zhàn,4,"war, fighting, battle"
905,4,150,1376,攴 66.4,9,政,zhèng,4,"government, political affairs"
906,4,264,1765,糸 120.6,9,统,tǒng,3,"govern, command, control; unite"
907,4,274,1264,水 85.5,8,治,zhì,4,"govern, regulate, administer"
908,4,284,440,刀 18.4,6,则,zé,2,"rule, law, regulation; grades"
909,4,287,658,卩 26.5,7,却,què,4,"still, but; decline; retreat"
910,4,293,901,卩 26.5,7,即,jí,2,"promptly, quickly, immediately"
911,4,297,378,木 75.2,6,权,quán,2,"power, right, authority"
912,4,364,1018,木 75.4,8,林,lín,2,"forest, grove; surname"
913,4,372,28,士 33.0,3,士,shì,4,"scholar, gentleman; soldier"
914,4,385,192,木 75.1,5,未,wèi,4,not yet; 8th terrestrial branch
915,4,398,768,八 12.5,7,兵,bīng,1,"soldier, troops"
916,4,404,1157,厂 27.4,8,质,zhì,4,"matter, material, substance"
917,4,417,1211,广 53.5,8,府,fǔ,3,prefecture; prefect; government
918,4,420,373,一 1.5,6,亚,yà,4,Asia; second
919,4,429,881,穴 116.2,7,究,jiū,1,"examine, investigate"
920,4,432,1281,宀 40.5,8,官,guān,1,"official, public servant"
921,4,447,1446,石 112.6,9,研,yán,2,"grind, rub; study, research"
922,4,450,490,人 9.4,6,企,qǐ,3,plan a project; stand on tiptoe
923,4,456,248,口 30.2,5,史,shǐ,3,"history, chronicle, annals"
924,4,458,280,丿 4.4,5,乎,hū,1,interrogative or exclamatory final particle
925,4,471,913,阜 170.5,7,阿,ā,1,"prefix used before monosyllabic names, kinship terms etc to indicate familiarity"
926,4,479,176,弓 57.1,4,引,yǐn,3,"to pull, draw out, attract; to stretch"
927,4,483,907,尸 44.4,7,局,jú,2,"bureau, office; circumstance"
928,4,500,399,刀 18.4,6,列,liè,4,"a line; to arrange in order, classify"
929,4,511,1029,木 75.4,8,构,gòu,4,"frame, building, structure"
930,4,516,643,手 64.4,7,投,tóu,2,"throw, cast, fling, pitch; jump"
931,4,518,2107,木 75.6,10,案,àn,4,"table, bench; legal case"
932,4,520,2492,糸 120.8,11,维,wéi,2,"maintain, preserve, safeguard"
933,4,523,1942,舌 135.4,10,敌,dí,2,"enemy, foe, rival; resist"
934,4,524,1879,至 133.3,10,致,zhì,4,"send, deliver, present; cause"
935,4,526,1583,彳 60.6,9,律,lǜ,4,"statute, principle, regulation"
936,4,545,671,一 1.6,7,严,yán,2,"strict, rigorous, rigid; stern"
937,4,546,178,己 49.1,4,巴,bā,1,"greatly desire, anxiously hope"
938,4,550,1138,人 9.6,8,供,gōng,1,"supply, provide for; offer in worship"
939,4,553,1634,方 70.5,9,施,shī,1,"grant, bestow; give; act; name"
940,4,556,1363,土 32.6,9,型,xíng,2,"pattern, model, type; law; mold"
941,4,557,2054,斗 68.6,10,料,liào,4,"consider, conjecture; materials, ingredients"
942,4,568,1153,人 9.6,8,依,yī,1,"rely on, be set in; consent, obey a wish"
943,4,571,1370,頁 181.3,9,项,xiàng,4,"neck, nape of neck; sum; funds"
944,4,577,538,水 85.3,6,江,jiāng,1,large river; yangzi; surname
945,4,580,166,斗 68.0,4,斗,dòu,4,Chinese peck; liquid measure
946,4,591,2458,宀 40.8,11,密,mì,4,"dense, thick, close; intimate"
947,4,597,1340,糸 120.5,8,细,xì,4,"fine, tiny; slender, thin"
948,4,613,1323,阜 170.6,8,限,xiàn,4,"boundary, limit, line"
949,4,625,2395,玄 95.6,11,率,lǜ,4,to lead; ratio; rate; limit
950,4,626,1400,甘 99.4,9,甚,shén,2,great extent; considerably
951,4,627,1602,犬 94.6,9,独,dú,2,"alone, single, solitary, only"
952,4,639,1315,手 64.4,8,承,chéng,2,"inherit, receive; succeed"
953,4,649,2055,皿 108.5,10,益,yì,4,"profit, benefit; advantage"
954,4,653,2965,彳 60.10,13,微,wēi,1,"small, prefix micro-, trifling"
955,4,659,2445,心 61.8,11,惊,jīng,1,"frighten, surprise, startle"
956,4,670,3008,水 85.10,13,源,yuán,2,"spring; source, head; surname"
957,4,674,1032,辵 162.5,8,述,shù,4,"narrate, state, express"
958,4,675,912,阜 170.5,7,陆,lù,4,"land, continental; army"
959,4,677,2931,网 122.8,13,置,zhì,4,"place, lay out; set aside"
960,4,678,1308,尸 44.5,8,居,jū,1,"live, dwell, reside, sit"
961,4,680,756,貝 154.3,7,财,cái,2,"wealth, valuables, riches"
962,4,686,2884,雨 173.5,13,雷,léi,2,thunder
963,4,688,1827,艸 140.7,10,获,huò,4,"obtain, get, receive; seize"
964,4,689,3078,木 75.11,14,模,mó,2,"model, standard, pattern; copy"
965,4,698,3136,疋 103.9,14,疑,yí,2,"doubt, question, suspect"
966,4,702,511,冫 15.4,6,冲,chōng,1,soar; pour boiling water over
967,4,706,2390,立 117.6,11,竟,jìng,4,"finally, after all, at last"
968,4,710,3379,水 85.13,16,激,jī,1,"arouse, excite, incite; quickly"
969,4,720,963,手 64.5,8,担,dān,1,"carry, bear, undertake"
970,4,724,1721,无 71.5,9,既,jì,4,already; de facto; since; then
971,4,729,795,人 9.5,7,余,yú,2,"I, my, me; surname; surplus"
972,4,739,1159,彳 60.5,8,征,zhēng,1,"invade, attack, conquer"
973,4,742,1396,手 64.6,9,挥,huī,1,direct; wipe away; squander
974,4,744,1321,阜 170.6,8,降,jiàng,4,"descend, fall, drop; lower, down"
975,4,745,574,阜 170.4,6,阶,jiē,1,"stairs, steps; rank, degree"
976,4,747,871,水 85.4,7,沉,chén,2,"sink, submerge; addicted to"
977,4,755,810,儿 10.5,7,免,miǎn,3,spare; excuse from; evade
978,4,762,873,心 61.4,7,怀,huái,2,"bosom, breast; carry in bosom"
979,4,773,1981,舟 137.4,10,航,háng,2,"sail; navigate; ship, boat"
980,4,777,2198,艸 140.8,11,著,zhe,0,manifest; (Cant.) to wear
981,4,788,571,阜 170.4,6,阵,zhèn,4,"column, row or file of troops"
982,4,792,1829,心 61.6,10,恶,è,4,"evil, wicked, bad, foul"
983,4,796,546,宀 40.3,6,守,shǒu,3,"defend, protect, guard, conserve"
984,4,801,170,戶 63.0,4,户,hù,4,door; family
985,4,811,1274,宀 40.5,8,宝,bǎo,3,"treasure, jewel; precious, rare"
986,4,813,2710,釆 165.5,12,释,shì,4,"interprete, elucidate; release"
987,4,817,2813,癶 105.7,12,登,dēng,1,"rise, mount, board, climb"
988,4,818,1151,貝 154.4,8,货,huò,4,"goods, commodities, products"
989,4,829,2909,日 72.9,13,暗,àn,4,"dark; obscure; in secret, covert"
990,4,835,884,艮 138.1,7,良,liáng,2,"good, virtuous, respectable"
991,4,836,840,广 53.4,7,序,xù,4,"series, serial order, sequence"
992,4,839,1471,丨 2.8,9,临,lín,2,"draw near, approach; descend"
993,4,843,1099,口 30.5,8,呼,hū,1,"breathe sigh, exhale; call, shout"
994,4,850,1383,手 64.6,9,括,kuò,4,"include, embrace, enclose"
995,4,857,2375,冫 15.9,11,减,jiǎn,3,"decrease, subtract, diminish"
996,4,858,2822,糸 120.9,12,编,biān,1,"knit, weave; arrange; compile"
997,4,861,1670,水 85.6,9,测,cè,4,"measure, estimate, conjecture"
998,4,862,1113,貝 154.4,8,败,bài,4,"be defeated, decline, fail"
999,4,865,2221,木 75.7,11,梦,mèng,4,dream; visionary; wishful
1000,4,870,2417,水 85.8,11,渐,jiàn,4,gradually
1001,4,877,720,厶 28.5,7,县,xiàn,4,"county, district, subdivision"
1002,4,878,1075,小 42.5,8,尚,shàng,4,"still, yet; even; fairly, rather"
1003,4,879,2376,毛 82.7,11,毫,háo,2,fine hair; measure of length
1004,4,880,2316,禾 115.6,11,移,yí,2,"change place, shift; move about"
1005,4,885,2670,日 72.8,12,智,zhì,4,"wisdom, knowledge, intelligence"
1006,4,887,369,耳 128.0,6,耳,ěr,3,"ear; merely, only; handle"
1007,4,892,2633,辵 162.9,12,遗,yí,2,lose; articles lost; omit
1008,4,893,1093,囗 31.5,8,固,gù,4,"to become solid, solidify; strength"
1009,4,894,2023,巾 50.7,10,席,xí,2,seat; mat; take seat; banquet
1010,4,895,1026,木 75.4,8,松,sōng,1,pine tree; fir tree
1011,4,896,1949,禾 115.5,10,秘,mì,4,"secret, mysterious, abstruse"
1012,4,899,2622,辵 162.9,12,遇,yù,4,"meet, come across, encounter"
1013,4,901,1882,心 61.6,10,虑,lǜ,4,"be concerned, worry about"
1014,4,903,640,土 32.4,7,均,jūn,1,"equal, even, fair; all, also"
1015,4,904,2659,金 167.7,12,销,xiāo,1,"melt, fuse; market, sell"
1016,4,906,1288,言 149.6,8,诗,shī,1,"poetry; poem, verse, ode"
1017,4,913,101,工 48.2,4,巨,jù,4,"large, great, enormous; chief"
1018,4,920,238,口 30.2,5,叶,yè,4,"to harmonize, to rhyme; to unite; (borrowed for) leaf"
1019,4,923,916,阜 170.5,7,附,fù,4,"adhere to, append; rely on near to"
1020,4,924,431,口 30.4,6,吸,xī,1,"inhale, suck in; absorb; attract"
1021,4,929,729,口 30.4,7,呀,ya,0,particle used to express surprise or mild emphasis; (Cant.) slurred form of the number ten
1022,4,932,579,女 38.3,6,妇,fù,4,married women; woman; wife
1023,4,933,234,彐 58.2,5,归,guī,1,"return; return to, revert to"
1024,4,937,800,口 30.4,7,含,hán,2,hold in mouth; cherish; contain
1025,4,940,2841,手 64.10,13,摇,yáo,2,"wag, swing, wave; shake; scull"
1026,4,941,988,手 64.5,8,招,zhāo,1,"beckon, summon; recruit, levy"
1027,4,943,2360,肉 130.7,11,脱,tuō,1,take off
1028,4,945,2466,言 149.9,11,谓,wèi,4,"say, tell; call, name; be called"
1029,4,949,834,疒 104.2,7,疗,liáo,2,"be healed, cured, recover"
1030,4,954,1870,辵 162.7,10,逐,zhú,2,"chase, expel; one by one"
1031,4,958,3135,魚 195.6,14,鲜,xiān,1,fresh; delicious; attractive
1032,4,961,992,手 64.5,8,择,zé,2,"select, choose, pick out"
